District_clean,State_clean,fiscal_year,penta1,penta2,penta3,penta1_private,penta1_urban
SHIMOGA,KARNATAKA,2017-2018,28361.0,26955.0,26955.0,1379.0,6920.0
SHIMOGA,KARNATAKA,2018-2019,27742.0,26793.0,26793.0,1941.0,7306.0
SHIMOGA,KARNATAKA,2019-2020,26428.0,25463.0,25463.0,1446.0,6950.0
SHIVPURI,MADHYA PRADESH,2017-2018,41734.0,40386.0,39320.0,0.0,1209.0
SHIVPURI,MADHYA PRADESH,2018-2019,38965.0,36339.0,35255.0,0.0,764.0
SHIVPURI,MADHYA PRADESH,2019-2020,45348.0,44269.0,44269.0,0.0,1531.0
SHOPIAN,JAMMU & KASHMIR,2017-2018,4297.0,4257.0,4257.0,0.0,0.0
SHOPIAN,JAMMU & KASHMIR,2018-2019,4388.0,4135.0,4135.0,0.0,0.0
SHOPIAN,JAMMU & KASHMIR,2019-2020,4543.0,4328.0,4328.0,0.0,0.0
SHRAWASTI,UTTAR PRADESH,2017-2018,37276.0,35661.0,34111.0,0.0,0.0
SHRAWASTI,UTTAR PRADESH,2018-2019,33709.0,31443.0,31302.0,0.0,0.0
SHRAWASTI,UTTAR PRADESH,2019-2020,39392.0,38888.0,38387.0,0.0,0.0
SIANG,ARUNACHAL PRADESH,2017-2018,353.0,347.0,347.0,0.0,0.0
SIANG,ARUNACHAL PRADESH,2018-2019,343.0,343.0,343.0,0.0,0.0
SIANG,ARUNACHAL PRADESH,2019-2020,308.0,308.0,308.0,0.0,0.0
SIBSAGAR,ASSAM,2017-2018,16688.0,16477.0,16223.0,1686.0,1122.0
SIBSAGAR,ASSAM,2018-2019,16933.0,16566.0,16318.0,1870.0,1248.0
SIBSAGAR,ASSAM,2019-2020,17292.0,17071.0,16619.0,1855.0,1202.0
SIDDHARTH NAGAR,UTTAR PRADESH,2017-2018,63939.0,58053.0,54560.0,0.0,220.0
SIDDHARTH NAGAR,UTTAR PRADESH,2018-2019,66125.0,60127.0,60127.0,1001.0,227.0
SIDDHARTH NAGAR,UTTAR PRADESH,2019-2020,73173.0,70545.0,67943.0,328.0,445.0
SIDDIPET,TELANGANA,2017-2018,19762.0,18089.0,17698.0,0.0,6103.0
SIDDIPET,TELANGANA,2018-2019,19419.0,17842.0,17431.0,0.0,5660.0
SIDDIPET,TELANGANA,2019-2020,18105.0,16948.0,16763.0,0.0,2524.0
SIDHI,MADHYA PRADESH,2017-2018,27071.0,27006.0,27006.0,0.0,40.0
SIDHI,MADHYA PRADESH,2018-2019,28706.0,28526.0,28526.0,0.0,50.0
SIDHI,MADHYA PRADESH,2019-2020,31990.0,31545.0,31545.0,0.0,44.0
SIKAR,RAJASTHAN,2017-2018,48610.0,47699.0,47628.0,0.0,5229.0
SIKAR,RAJASTHAN,2018-2019,45908.0,45240.0,45114.0,0.0,5519.0
SIKAR,RAJASTHAN,2019-2020,42943.0,42361.0,42361.0,0.0,6527.0
SIMDEGA,JHARKHAND,2017-2018,12435.0,12308.0,12185.0,1.0,0.0
SIMDEGA,JHARKHAND,2018-2019,11749.0,11749.0,11526.0,0.0,0.0
SIMDEGA,JHARKHAND,2019-2020,11580.0,11580.0,11580.0,0.0,0.0
SINDHUDURG,MAHARASHTRA,2017-2018,8408.0,8279.0,7990.0,323.0,523.0
SINDHUDURG,MAHARASHTRA,2018-2019,7999.0,7933.0,7744.0,236.0,579.0
SINDHUDURG,MAHARASHTRA,2019-2020,7753.0,7740.0,7556.0,139.0,572.0
SINGROLI,MADHYA PRADESH,2017-2018,33075.0,32386.0,31506.0,1208.0,1314.0
SINGROLI,MADHYA PRADESH,2018-2019,35034.0,34791.0,34769.0,0.0,287.0
SINGROLI,MADHYA PRADESH,2019-2020,31881.0,31508.0,31483.0,0.0,37.0
SIPAHIJALA,TRIPURA,2017-2018,7528.0,7222.0,6932.0,0.0,456.0
SIPAHIJALA,TRIPURA,2018-2019,7466.0,7369.0,7261.0,0.0,421.0
SIPAHIJALA,TRIPURA,2019-2020,7263.0,7225.0,7158.0,0.0,415.0
SIRMAUR,HIMACHAL PRADESH,2017-2018,9372.0,9250.0,9072.0,0.0,0.0
SIRMAUR,HIMACHAL PRADESH,2018-2019,9457.0,9354.0,9108.0,0.0,0.0
SIRMAUR,HIMACHAL PRADESH,2019-2020,9338.0,9191.0,9061.0,0.0,0.0
SIROHI,RAJASTHAN,2017-2018,24770.0,24461.0,24461.0,0.0,1006.0
SIROHI,RAJASTHAN,2018-2019,25540.0,24976.0,24556.0,0.0,941.0
SIROHI,RAJASTHAN,2019-2020,24760.0,24328.0,24310.0,0.0,1075.0
SIRSA,HARYANA,2017-2018,24818.0,24052.0,24052.0,3219.0,8447.0
SIRSA,HARYANA,2018-2019,24907.0,23784.0,23217.0,3172.0,6120.0
SIRSA,HARYANA,2019-2020,23377.0,23321.0,23298.0,1496.0,4912.0
SITAMARHI,BIHAR,2017-2018,96727.0,95653.0,91042.0,0.0,9702.0
SITAMARHI,BIHAR,2018-2019,93717.0,91467.0,86694.0,0.0,8383.0
SITAMARHI,BIHAR,2019-2020,97827.0,95550.0,88494.0,0.0,9772.0
SITAPUR,UTTAR PRADESH,2017-2018,123313.0,114156.0,105634.0,0.0,4310.0
SITAPUR,UTTAR PRADESH,2018-2019,137509.0,123653.0,119855.0,8.0,4052.0
SITAPUR,UTTAR PRADESH,2019-2020,139485.0,130832.0,130832.0,0.0,4757.0
SIVAGANGA,TAMIL NADU,2017-2018,17919.0,17689.0,17678.0,557.0,2637.0
SIVAGANGA,TAMIL NADU,2018-2019,18046.0,17917.0,17917.0,292.0,2218.0
SIVAGANGA,TAMIL NADU,2019-2020,17910.0,17848.0,17848.0,270.0,2217.0
SIWAN,BIHAR,2017-2018,91054.0,88919.0,88919.0,0.0,7276.0
SIWAN,BIHAR,2018-2019,91112.0,90158.0,88825.0,0.0,7154.0
SIWAN,BIHAR,2019-2020,94288.0,93296.0,92218.0,0.0,7386.0
SOLAN,HIMACHAL PRADESH,2017-2018,10259.0,10171.0,10171.0,0.0,67.0
SOLAN,HIMACHAL PRADESH,2018-2019,10355.0,10355.0,10355.0,0.0,69.0
SOLAN,HIMACHAL PRADESH,2019-2020,10568.0,10568.0,10568.0,0.0,70.0
SOLAPUR,MAHARASHTRA,2017-2018,82085.0,80239.0,80239.0,1021.0,24505.0
SOLAPUR,MAHARASHTRA,2018-2019,78105.0,75163.0,74887.0,3318.0,19609.0
SOLAPUR,MAHARASHTRA,2019-2020,80110.0,77152.0,77152.0,3055.0,21472.0
SONAPUR,ODISHA,2017-2018,9497.0,9176.0,9058.0,0.0,0.0
SONAPUR,ODISHA,2018-2019,9371.0,9182.0,9042.0,0.0,0.0
SONAPUR,ODISHA,2019-2020,9209.0,9185.0,9185.0,0.0,0.0
SONBHADRA,UTTAR PRADESH,2017-2018,44500.0,44337.0,43334.0,89.0,910.0
SONBHADRA,UTTAR PRADESH,2018-2019,41493.0,40035.0,39598.0,85.0,839.0
SONBHADRA,UTTAR PRADESH,2019-2020,48136.0,46875.0,46482.0,80.0,954.0
SONIPAT,HARYANA,2017-2018,29386.0,28413.0,27767.0,507.0,7419.0
SONIPAT,HARYANA,2018-2019,30328.0,29575.0,29575.0,264.0,5127.0
SONIPAT,HARYANA,2019-2020,30951.0,30332.0,30332.0,544.0,5124.0
SONITPUR,ASSAM,2017-2018,33810.0,33165.0,33165.0,3554.0,582.0
SONITPUR,ASSAM,2018-2019,32750.0,32318.0,31809.0,4458.0,554.0
SONITPUR,ASSAM,2019-2020,32578.0,32307.0,31979.0,4564.0,526.0
SOUTH,DELHI,2017-2018,17810.0,17810.0,17810.0,1190.0,12978.0
SOUTH,DELHI,2018-2019,19154.0,18300.0,18025.0,1779.0,13434.0
SOUTH,DELHI,2019-2020,18611.0,17996.0,17996.0,1569.0,13119.0
SOUTH,SIKKIM,2017-2018,1666.0,1666.0,1666.0,0.0,0.0
SOUTH,SIKKIM,2018-2019,1668.0,1668.0,1668.0,0.0,0.0
SOUTH,SIKKIM,2019-2020,1643.0,1643.0,1643.0,0.0,0.0
SOUTH ANDAMAN,A & N ISLANDS,2017-2018,2631.0,2586.0,2586.0,0.0,762.0
SOUTH ANDAMAN,A & N ISLANDS,2018-2019,2531.0,2459.0,2459.0,0.0,787.0
SOUTH ANDAMAN,A & N ISLANDS,2019-2020,2472.0,2453.0,2431.0,0.0,700.0
SOUTH EAST,DELHI,2017-2018,28553.0,28553.0,28553.0,2017.0,27594.0
SOUTH EAST,DELHI,2018-2019,29776.0,29776.0,29776.0,2533.0,27559.0
SOUTH EAST,DELHI,2019-2020,30115.0,30115.0,30115.0,2844.0,27912.0
SOUTH GARO HILLS,MEGHALAYA,2017-2018,3094.0,2936.0,2625.0,0.0,0.0
SOUTH GARO HILLS,MEGHALAYA,2018-2019,3383.0,2898.0,2642.0,0.0,0.0
SOUTH GARO HILLS,MEGHALAYA,2019-2020,3663.0,3318.0,3019.0,0.0,0.0
SOUTH GOA,GOA,2017-2018,10401.0,10401.0,10401.0,855.0,2522.0
SOUTH GOA,GOA,2018-2019,10245.0,10192.0,10192.0,967.0,2636.0
SOUTH GOA,GOA,2019-2020,9909.0,9909.0,9909.0,895.0,2724.0
SOUTH TRIPURA,TRIPURA,2017-2018,6608.0,6438.0,6288.0,0.0,491.0
SOUTH TRIPURA,TRIPURA,2018-2019,6584.0,6439.0,6256.0,0.0,515.0
SOUTH TRIPURA,TRIPURA,2019-2020,6198.0,6004.0,5919.0,0.0,396.0
SOUTH TWENTY FOUR PARGANAS,WEST BENGAL,2017-2018,145061.0,144334.0,143654.0,0.0,9400.0
SOUTH TWENTY FOUR PARGANAS,WEST BENGAL,2018-2019,144589.0,142335.0,141479.0,0.0,9053.0
SOUTH TWENTY FOUR PARGANAS,WEST BENGAL,2019-2020,147150.0,146148.0,146148.0,0.0,8997.0
SOUTH WEST,DELHI,2017-2018,23575.0,23575.0,23575.0,644.0,20462.0
SOUTH WEST,DELHI,2018-2019,24973.0,24326.0,24071.0,1691.0,22150.0
SOUTH WEST,DELHI,2019-2020,23926.0,23059.0,23059.0,1443.0,21445.0
SOUTH WEST GARO HILLS,MEGHALAYA,2017-2018,4063.0,3947.0,3737.0,0.0,0.0
SOUTH WEST GARO HILLS,MEGHALAYA,2018-2019,4690.0,4395.0,4172.0,0.0,0.0
SOUTH WEST GARO HILLS,MEGHALAYA,2019-2020,4864.0,4864.0,4764.0,0.0,0.0
SOUTH WEST KHASI HILLS,MEGHALAYA,2017-2018,2902.0,2855.0,2783.0,0.0,0.0
SOUTH WEST KHASI HILLS,MEGHALAYA,2018-2019,3334.0,3043.0,2752.0,0.0,0.0
SOUTH WEST KHASI HILLS,MEGHALAYA,2019-2020,3375.0,3258.0,3100.0,0.0,0.0
SRIKAKULAM,ANDHRA PRADESH,2017-2018,41973.0,41973.0,41973.0,0.0,5121.0
SRIKAKULAM,ANDHRA PRADESH,2018-2019,44261.0,44261.0,44261.0,6.0,5198.0
SRIKAKULAM,ANDHRA PRADESH,2019-2020,41236.0,41236.0,41236.0,0.0,5012.0
SRINAGAR,JAMMU & KASHMIR,2017-2018,16298.0,16298.0,16298.0,1114.0,10908.0
SRINAGAR,JAMMU & KASHMIR,2018-2019,18247.0,17892.0,17892.0,1571.0,12892.0
SRINAGAR,JAMMU & KASHMIR,2019-2020,18176.0,17893.0,17893.0,1578.0,13074.0
SUKMA,CHHATTISGARH,2017-2018,5356.0,4924.0,4806.0,0.0,0.0
SUKMA,CHHATTISGARH,2018-2019,5903.0,5698.0,5698.0,0.0,0.0
SUKMA,CHHATTISGARH,2019-2020,6128.0,5986.0,5986.0,0.0,0.0
SULTANPUR,UTTAR PRADESH,2017-2018,47639.0,46128.0,44781.0,0.0,746.0
SULTANPUR,UTTAR PRADESH,2018-2019,56953.0,53878.0,52076.0,10127.0,11064.0
SULTANPUR,UTTAR PRADESH,2019-2020,50373.0,49281.0,49281.0,0.0,1252.0
SUNDARGARH,ODISHA,2017-2018,30313.0,30164.0,29685.0,913.0,4895.0
SUNDARGARH,ODISHA,2018-2019,28969.0,28969.0,28969.0,867.0,5098.0
SUNDARGARH,ODISHA,2019-2020,28419.0,28419.0,28419.0,423.0,5184.0
SUPAUL,BIHAR,2017-2018,60669.0,57587.0,53728.0,0.0,9508.0
SUPAUL,BIHAR,2018-2019,61355.0,58400.0,54234.0,0.0,9028.0
SUPAUL,BIHAR,2019-2020,70124.0,70124.0,65536.0,0.0,10897.0
SURAJPUR,CHHATTISGARH,2017-2018,16697.0,16685.0,16524.0,0.0,0.0
SURAJPUR,CHHATTISGARH,2018-2019,17572.0,17513.0,17513.0,0.0,0.0
SURAJPUR,CHHATTISGARH,2019-2020,17922.0,17713.0,17713.0,0.0,0.0
SURAT,GUJARAT,2017-2018,109353.0,109353.0,109353.0,14341.0,81525.0
SURAT,GUJARAT,2018-2019,100525.0,100093.0,99777.0,936.0,74834.0
SURAT,GUJARAT,2019-2020,101592.0,100727.0,100385.0,1887.0,75243.0
SURENDRANAGAR,GUJARAT,2017-2018,32025.0,31009.0,30540.0,268.0,8070.0
SURENDRANAGAR,GUJARAT,2018-2019,33231.0,31939.0,31041.0,1667.0,9411.0
SURENDRANAGAR,GUJARAT,2019-2020,32669.0,31350.0,30810.0,2564.0,8625.0
SURGUJA,CHHATTISGARH,2017-2018,22885.0,22708.0,22569.0,5269.0,6540.0
SURGUJA,CHHATTISGARH,2018-2019,24200.0,23397.0,23397.0,5689.0,6877.0
SURGUJA,CHHATTISGARH,2019-2020,24524.0,24199.0,24197.0,5184.0,6269.0
SURYAPET,TELANGANA,2017-2018,16087.0,15551.0,15551.0,0.0,2967.0
SURYAPET,TELANGANA,2018-2019,15444.0,15331.0,15331.0,0.0,2093.0
SURYAPET,TELANGANA,2019-2020,18075.0,17801.0,17801.0,1679.0,3069.0
TAMENGLONG,MANIPUR,2017-2018,1991.0,1857.0,1801.0,0.0,0.0
TAMENGLONG,MANIPUR,2018-2019,1850.0,1685.0,1611.0,0.0,0.0
TAMENGLONG,MANIPUR,2019-2020,1741.0,1711.0,1671.0,0.0,0.0
TAPI,GUJARAT,2017-2018,10494.0,10346.0,10279.0,0.0,399.0
TAPI,GUJARAT,2018-2019,10031.0,9728.0,9712.0,0.0,404.0
TAPI,GUJARAT,2019-2020,10202.0,10202.0,10202.0,0.0,413.0
TARN TARAN,PUNJAB,2017-2018,15787.0,15717.0,15717.0,0.0,363.0
TARN TARAN,PUNJAB,2018-2019,15447.0,15185.0,15182.0,0.0,372.0
TARN TARAN,PUNJAB,2019-2020,15235.0,14973.0,14790.0,0.0,334.0
TAWANG,ARUNACHAL PRADESH,2017-2018,719.0,649.0,633.0,0.0,0.0
TAWANG,ARUNACHAL PRADESH,2018-2019,836.0,818.0,818.0,0.0,0.0
TAWANG,ARUNACHAL PRADESH,2019-2020,788.0,730.0,708.0,0.0,0.0
TEHRI GARHWAL,UTTARAKHAND,2017-2018,10246.0,10201.0,10201.0,0.0,0.0
TEHRI GARHWAL,UTTARAKHAND,2018-2019,9814.0,9721.0,9721.0,0.0,0.0
TEHRI GARHWAL,UTTARAKHAND,2019-2020,9433.0,9433.0,9433.0,0.0,0.0
THANE,MAHARASHTRA,2017-2018,144704.0,144704.0,144704.0,28187.0,86489.0
THANE,MAHARASHTRA,2018-2019,139389.0,139079.0,139079.0,30898.0,79490.0
THANE,MAHARASHTRA,2019-2020,137546.0,137546.0,137546.0,21348.0,92535.0
THANJAVUR,TAMIL NADU,2017-2018,28250.0,28025.0,28025.0,950.0,4234.0
THANJAVUR,TAMIL NADU,2018-2019,29717.0,29459.0,29081.0,845.0,4392.0
THANJAVUR,TAMIL NADU,2019-2020,30277.0,30104.0,29915.0,483.0,4245.0
THE DANGS,GUJARAT,2017-2018,5888.0,5678.0,5516.0,0.0,0.0
THE DANGS,GUJARAT,2018-2019,5778.0,5564.0,5564.0,0.0,0.0
THE DANGS,GUJARAT,2019-2020,5736.0,5580.0,5384.0,0.0,0.0
THENI,TAMIL NADU,2017-2018,15099.0,14952.0,14808.0,305.0,3858.0
THENI,TAMIL NADU,2018-2019,15206.0,14992.0,14764.0,353.0,3670.0
THENI,TAMIL NADU,2019-2020,15580.0,15469.0,15364.0,281.0,3777.0
THIRUVALLUR,TAMIL NADU,2017-2018,31231.0,31231.0,31231.0,1530.0,7943.0
THIRUVALLUR,TAMIL NADU,2018-2019,31624.0,31624.0,31624.0,1493.0,7210.0
THIRUVALLUR,TAMIL NADU,2019-2020,32915.0,32467.0,32467.0,1620.0,7159.0
THIRUVANANTHAPURAM,KERALA,2017-2018,53093.0,52451.0,52123.0,12003.0,10057.0
THIRUVANANTHAPURAM,KERALA,2018-2019,44014.0,42839.0,42712.0,8786.0,7522.0
THIRUVANANTHAPURAM,KERALA,2019-2020,41162.0,40098.0,39917.0,6840.0,6969.0
THIRUVARUR,TAMIL NADU,2017-2018,15750.0,15750.0,15750.0,963.0,2091.0
THIRUVARUR,TAMIL NADU,2018-2019,17137.0,17137.0,17137.0,787.0,3179.0
THIRUVARUR,TAMIL NADU,2019-2020,16323.0,16323.0,16323.0,459.0,2537.0
THOUBAL,MANIPUR,2017-2018,7339.0,7187.0,7041.0,0.0,746.0
THOUBAL,MANIPUR,2018-2019,6892.0,6494.0,5940.0,0.0,624.0
THOUBAL,MANIPUR,2019-2020,7503.0,7105.0,6590.0,0.0,721.0
THRISSUR,KERALA,2017-2018,44441.0,42711.0,41845.0,7465.0,5679.0
THRISSUR,KERALA,2018-2019,46133.0,44999.0,43786.0,5796.0,5176.0
THRISSUR,KERALA,2019-2020,43173.0,41654.0,41051.0,4481.0,5187.0
TIKAMGARH,MADHYA PRADESH,2017-2018,31709.0,30879.0,30879.0,0.0,15.0
TIKAMGARH,MADHYA PRADESH,2018-2019,32154.0,31283.0,31283.0,0.0,55.0
TIKAMGARH,MADHYA PRADESH,2019-2020,34571.0,34281.0,34281.0,0.0,62.0
TINSUKIA,ASSAM,2017-2018,21728.0,21509.0,21051.0,6140.0,1595.0
TINSUKIA,ASSAM,2018-2019,21832.0,21102.0,20730.0,5974.0,1520.0
TINSUKIA,ASSAM,2019-2020,22120.0,21866.0,21592.0,5868.0,1351.0
TIRAP,ARUNACHAL PRADESH,2017-2018,926.0,830.0,769.0,0.0,0.0
TIRAP,ARUNACHAL PRADESH,2018-2019,880.0,863.0,835.0,0.0,0.0
TIRAP,ARUNACHAL PRADESH,2019-2020,944.0,905.0,846.0,0.0,0.0
TIRUCHIRAPPALLI,TAMIL NADU,2017-2018,34660.0,34660.0,34660.0,2842.0,12370.0
TIRUCHIRAPPALLI,TAMIL NADU,2018-2019,35191.0,35186.0,35067.0,2727.0,12108.0
TIRUCHIRAPPALLI,TAMIL NADU,2019-2020,34790.0,34790.0,34790.0,2010.0,12462.0
TIRUNELVELI,TAMIL NADU,2017-2018,39363.0,39015.0,38660.0,4630.0,11491.0
TIRUNELVELI,TAMIL NADU,2018-2019,39293.0,39013.0,38936.0,3635.0,11080.0
TIRUNELVELI,TAMIL NADU,2019-2020,39347.0,39151.0,39118.0,3215.0,10593.0
TIRUPUR,TAMIL NADU,2017-2018,27327.0,27327.0,27327.0,4180.0,13476.0
TIRUPUR,TAMIL NADU,2018-2019,29737.0,29653.0,29548.0,3562.0,14835.0
TIRUPUR,TAMIL NADU,2019-2020,29034.0,28907.0,28766.0,2847.0,13585.0
TIRUVANAMALAI,TAMIL NADU,2017-2018,35364.0,35364.0,35364.0,636.0,3626.0
TIRUVANAMALAI,TAMIL NADU,2018-2019,34641.0,34415.0,34415.0,479.0,3622.0
TIRUVANAMALAI,TAMIL NADU,2019-2020,34381.0,34209.0,34209.0,369.0,3496.0
TONK,RAJASTHAN,2017-2018,27194.0,26540.0,26540.0,0.0,934.0
TONK,RAJASTHAN,2018-2019,26590.0,25992.0,25992.0,0.0,1733.0
TONK,RAJASTHAN,2019-2020,24457.0,23892.0,23892.0,0.0,1709.0
TOOTHUKUDI,TAMIL NADU,2017-2018,19429.0,19381.0,19290.0,1936.0,5175.0
TOOTHUKUDI,TAMIL NADU,2018-2019,20126.0,20032.0,19908.0,1551.0,5065.0
TOOTHUKUDI,TAMIL NADU,2019-2020,19641.0,19593.0,19593.0,1283.0,5891.0
TUENSANG,NAGALAND,2017-2018,2183.0,2096.0,1978.0,41.0,249.0
TUENSANG,NAGALAND,2018-2019,2108.0,1840.0,1753.0,31.0,196.0
TUENSANG,NAGALAND,2019-2020,2142.0,2113.0,1982.0,26.0,224.0
TUMKUR,KARNATAKA,2017-2018,40515.0,39241.0,39241.0,619.0,2830.0
TUMKUR,KARNATAKA,2018-2019,39639.0,38489.0,38489.0,692.0,5713.0
TUMKUR,KARNATAKA,2019-2020,41831.0,40845.0,40845.0,753.0,6429.0
UDAIPUR,RAJASTHAN,2017-2018,73815.0,72405.0,72405.0,273.0,10604.0
UDAIPUR,RAJASTHAN,2018-2019,70032.0,68449.0,67640.0,176.0,10511.0
UDAIPUR,RAJASTHAN,2019-2020,68500.0,67035.0,66428.0,85.0,10927.0
UDALGURI,ASSAM,2017-2018,13200.0,12863.0,12545.0,1220.0,0.0
UDALGURI,ASSAM,2018-2019,13010.0,12857.0,12617.0,1157.0,0.0
UDALGURI,ASSAM,2019-2020,12827.0,12607.0,12287.0,1144.0,0.0
UDHAM SINGH NAGAR,UTTARAKHAND,2017-2018,36377.0,35089.0,34770.0,1955.0,8688.0
UDHAM SINGH NAGAR,UTTARAKHAND,2018-2019,33988.0,33043.0,32879.0,453.0,3239.0
UDHAM SINGH NAGAR,UTTARAKHAND,2019-2020,34511.0,33580.0,32969.0,49.0,4007.0
UDHAMPUR,JAMMU & KASHMIR,2017-2018,11292.0,10857.0,10857.0,487.0,527.0
UDHAMPUR,JAMMU & KASHMIR,2018-2019,10676.0,9989.0,9902.0,517.0,581.0
UDHAMPUR,JAMMU & KASHMIR,2019-2020,11672.0,11373.0,11298.0,560.0,760.0
UDUPI,KARNATAKA,2017-2018,15602.0,14854.0,14854.0,2905.0,2975.0
UDUPI,KARNATAKA,2018-2019,15400.0,14872.0,14872.0,3025.0,3138.0
UDUPI,KARNATAKA,2019-2020,14680.0,14098.0,13845.0,2484.0,2623.0
UJJAIN,MADHYA PRADESH,2017-2018,42968.0,41537.0,41326.0,1445.0,11845.0
UJJAIN,MADHYA PRADESH,2018-2019,46208.0,44245.0,44245.0,1347.0,15405.0
UJJAIN,MADHYA PRADESH,2019-2020,49337.0,47916.0,47916.0,1112.0,17165.0
UKHRUL,MANIPUR,2017-2018,2195.0,2033.0,1951.0,482.0,0.0
UKHRUL,MANIPUR,2018-2019,1986.0,1961.0,1845.0,495.0,0.0
UKHRUL,MANIPUR,2019-2020,2007.0,1892.0,1728.0,485.0,0.0
UMARIA,MADHYA PRADESH,2017-2018,13505.0,13412.0,13337.0,0.0,0.0
UMARIA,MADHYA PRADESH,2018-2019,13449.0,13250.0,13250.0,0.0,555.0
UMARIA,MADHYA PRADESH,2019-2020,14694.0,14383.0,14383.0,0.0,602.0
UNA,HIMACHAL PRADESH,2017-2018,8197.0,8059.0,8031.0,0.0,0.0
UNA,HIMACHAL PRADESH,2018-2019,8251.0,8251.0,8195.0,0.0,0.0
UNA,HIMACHAL PRADESH,2019-2020,7949.0,7927.0,7846.0,0.0,0.0
UNAKOTI,TRIPURA,2017-2018,4817.0,4433.0,4284.0,0.0,276.0
UNAKOTI,TRIPURA,2018-2019,4338.0,4086.0,3893.0,0.0,226.0
UNAKOTI,TRIPURA,2019-2020,4562.0,4386.0,4209.0,0.0,176.0
UNNAV,UTTAR PRADESH,2017-2018,64995.0,62369.0,62369.0,0.0,3430.0
UNNAV,UTTAR PRADESH,2018-2019,64400.0,60472.0,60195.0,0.0,2312.0
UNNAV,UTTAR PRADESH,2019-2020,70876.0,68189.0,68189.0,0.0,4473.0
UPPER SIANG,ARUNACHAL PRADESH,2017-2018,449.0,449.0,449.0,0.0,0.0
UPPER SIANG,ARUNACHAL PRADESH,2018-2019,453.0,453.0,451.0,0.0,0.0
UPPER SIANG,ARUNACHAL PRADESH,2019-2020,455.0,455.0,446.0,0.0,0.0
UPPER SUBANSIRI,ARUNACHAL PRADESH,2017-2018,874.0,833.0,792.0,0.0,0.0
UPPER SUBANSIRI,ARUNACHAL PRADESH,2018-2019,1039.0,967.0,931.0,0.0,0.0
UPPER SUBANSIRI,ARUNACHAL PRADESH,2019-2020,1025.0,953.0,740.0,0.0,0.0
UTTAR DINAJPUR,WEST BENGAL,2017-2018,67777.0,66571.0,65939.0,33.0,1837.0
UTTAR DINAJPUR,WEST BENGAL,2018-2019,68087.0,66634.0,65972.0,0.0,2141.0
UTTAR DINAJPUR,WEST BENGAL,2019-2020,70010.0,68347.0,67708.0,0.0,2283.0
UTTARA KANNADA,KARNATAKA,2017-2018,22950.0,22316.0,21522.0,1973.0,2891.0
UTTARA KANNADA,KARNATAKA,2018-2019,22853.0,22443.0,21919.0,2135.0,3233.0
UTTARA KANNADA,KARNATAKA,2019-2020,21790.0,21056.0,21037.0,2219.0,3364.0
UTTARKASHI,UTTARAKHAND,2017-2018,5259.0,5143.0,5009.0,0.0,0.0
UTTARKASHI,UTTARAKHAND,2018-2019,5579.0,5460.0,5352.0,0.0,0.0
UTTARKASHI,UTTARAKHAND,2019-2020,5387.0,5287.0,5223.0,0.0,0.0
VADODARA,GUJARAT,2017-2018,54987.0,53247.0,53247.0,0.0,30433.0
VADODARA,GUJARAT,2018-2019,55675.0,54013.0,54013.0,79.0,31968.0
VADODARA,GUJARAT,2019-2020,57622.0,55559.0,55410.0,1816.0,31259.0
VAISHALI,BIHAR,2017-2018,88136.0,85956.0,81728.0,0.0,0.0
VAISHALI,BIHAR,2018-2019,86580.0,84451.0,78327.0,0.0,0.0
VAISHALI,BIHAR,2019-2020,100085.0,100085.0,100085.0,0.0,2393.0
VALSAD,GUJARAT,2017-2018,25586.0,25393.0,25204.0,187.0,2822.0
VALSAD,GUJARAT,2018-2019,26140.0,26140.0,26004.0,141.0,3545.0
VALSAD,GUJARAT,2019-2020,26473.0,26372.0,26372.0,85.0,4837.0
VARANASI,UTTAR PRADESH,2017-2018,75058.0,73043.0,73043.0,0.0,19904.0
VARANASI,UTTAR PRADESH,2018-2019,95646.0,91701.0,91701.0,10974.0,19672.0
VARANASI,UTTAR PRADESH,2019-2020,89613.0,87275.0,87275.0,48.0,25240.0
VELLORE,TAMIL NADU,2017-2018,54105.0,53515.0,53067.0,5132.0,15224.0
VELLORE,TAMIL NADU,2018-2019,53543.0,52677.0,52224.0,5062.0,15335.0
VELLORE,TAMIL NADU,2019-2020,54038.0,53441.0,53355.0,5443.0,15901.0
VIDISHA,MADHYA PRADESH,2017-2018,31256.0,30515.0,30515.0,36.0,4267.0
VIDISHA,MADHYA PRADESH,2018-2019,37948.0,36236.0,36210.0,35.0,4153.0
VIDISHA,MADHYA PRADESH,2019-2020,36431.0,35091.0,35091.0,17.0,4462.0
VIKARABAD,TELANGANA,2017-2018,17638.0,17335.0,17335.0,0.0,1926.0
VIKARABAD,TELANGANA,2018-2019,17993.0,17609.0,17609.0,0.0,1847.0
VIKARABAD,TELANGANA,2019-2020,16413.0,16296.0,16296.0,0.0,1626.0
VILUPPURAM,TAMIL NADU,2017-2018,50323.0,50051.0,49926.0,215.0,2716.0
VILUPPURAM,TAMIL NADU,2018-2019,49956.0,49719.0,49719.0,499.0,3584.0
VILUPPURAM,TAMIL NADU,2019-2020,59768.0,49686.0,49686.0,10690.0,13463.0
VIRUDHUNAGAR,TAMIL NADU,2017-2018,22246.0,22244.0,22244.0,570.0,4601.0
VIRUDHUNAGAR,TAMIL NADU,2018-2019,22440.0,22399.0,22399.0,465.0,4702.0
